2026-08-30, 15:55:17, 130500000, 132000000, 23437.50, 120448, 1.68, 2.16, 0.91, 0.76, 1.11, 1.38, 1.46, 1.93, 2.03, 2.13, 2.18, 2.27, 2.30, 2.29, 2.32, 2.32, 1.85, 1.63, 1.47, 1.56, 1.76, 1.58, 1.90, 3.53, 4.13, 1.95, 1.47, 1.32, 1.32, 1.22, 1.25, 1.34, 1.46, 1.46, 1.52, 1.69, 1.87, 1.52, 1.55, 1.47, 1.69, 2.03, 2.65, 2.59, 2.86, 3.41, 6.06, 3.63, 3.37, 3.53, 3.83, 3.90, 3.97, 4.09, 4.18, 4.23, 4.15, 4.09, 3.61, 3.11, 2.75, 2.14, 1.59, 1.20, 1.20
2026-08-30, 15:55:23, 130500000, 132000000, 23437.50, 140544, 1.45, 2.00, 0.58, 0.34, 0.73, 0.98, 1.07, 1.59, 1.70, 1.81, 1.90, 2.00, 2.06, 2.05, 2.10, 2.11, 1.65, 1.35, 1.20, 1.29, 1.49, 1.31, 1.64, 3.36, 3.99, 1.66, 1.08, 0.94, 0.94, 0.75, 0.82, 1.00, 1.08, 1.08, 1.17, 1.31, 1.52, 1.13, 1.08, 1.08, 1.27, 1.63, 2.31, 2.22, 2.49, 3.12, 5.90, 3.29, 3.01, 3.16, 3.47, 3.60, 3.64, 3.82, 3.95, 3.99, 3.97, 3.91, 3.45, 2.97, 2.60, 1.96, 1.42, 1.04, 1.04
2026-08-30, 15:55:29, 130500000, 132000000, 23437.50, 140672, 1.25, 1.85, 0.38, 0.06, 0.44, 0.70, 0.71, 1.24, 1.31, 1.38, 1.50, 1.61, 1.66, 1.69, 1.75, 1.80, 1.34, 1.01, 0.90, 1.05, 1.25, 1.11, 1.53, 3.23, 3.94, 1.53, 0.91, 0.82, 0.87, 0.69, 0.72, 1.01, 1.10, 1.10, 1.17, 1.35, 1.64, 1.29, 1.24, 1.29, 1.46, 1.78, 2.48, 2.37, 2.60, 3.22, 5.93, 3.33, 2.97, 3.09, 3.35, 3.42, 3.48, 3.57, 3.64, 3.71, 3.66, 3.61, 3.09, 2.63, 2.28, 1.65, 1.13, 0.77, 0.77
2026-08-30, 15:55:35, 130500000, 132000000, 23437.50, 140544, 1.32, 1.87, 0.38, 0.01, 0.36, 0.64, 0.67, 1.22, 1.35, 1.49, 1.61, 1.75, 1.84, 1.90, 1.98, 2.01, 1.57, 1.25, 1.11, 1.26, 1.42, 1.24, 1.62, 3.32, 4.00, 1.58, 0.99, 0.87, 0.89, 0.71, 0.72, 0.96, 1.06, 1.06, 1.14, 1.32, 1.57, 1.20, 1.10, 1.06, 1.24, 1.54, 2.20, 2.08, 2.29, 2.93, 5.79, 3.01, 2.63, 2.76, 3.04, 3.17, 3.22, 3.39, 3.56, 3.67, 3.69, 3.70, 3.25, 2.81, 2.48, 1.87, 1.34, 0.94, 0.94
