2026-08-30, 13:45:06, 88000000, 90500000, 156250.00, 7168, 0.02, 2.20, 5.97, 20.15, 11.13, 4.28, 2.86, 4.02, 3.32, 3.32, 1.20, 4.31, 0.27, 0.96, 1.53, 0.45, 0.45
2026-08-30, 13:45:06, 90500000, 93000000, 156250.00, 7168, -5.03, -3.69, -1.79, -0.52, 0.94, 2.57, 2.87, 1.25, -0.27, -0.27, -0.35, 0.65, 2.36, 2.60, 0.42, -2.93, -2.93
2026-08-30, 13:45:06, 93000000, 95500000, 156250.00, 7168, -4.51, -2.88, -0.04, 2.44, 3.19, 1.80, 0.71, 0.49, 1.39, 1.39, 2.94, 3.94, 2.63, 1.13, -0.12, -2.61, -2.61
2026-08-30, 13:45:06, 95500000, 98000000, 156250.00, 7168, -1.89, -0.22, 3.02, 4.80, 8.62, 1.97, 1.90, 1.85, 5.14, 5.14, 4.25, 2.68, 2.34, 1.07, 0.53, -0.55, -0.55
2026-08-30, 13:45:06, 98000000, 100500000, 156250.00, 7168, -0.13, 1.17, 1.94, 1.83, 1.54, 1.84, 3.33, 5.03, 4.10, 4.10, 2.94, 1.86, 2.31, 3.91, 4.56, 2.32, 2.32
2026-08-30, 13:45:06, 100500000, 103000000, 156250.00, 7168, 1.34, 4.40, 4.39, 3.35, 3.43, 5.77, 12.60, 10.71, 4.40, 4.40, 4.38, 4.87, 8.68, 16.59, 6.23, 2.61, 2.61
2026-08-30, 13:45:06, 103000000, 105500000, 156250.00, 7168, 10.95, 9.81, 10.26, 10.43, 10.15, 10.31, 12.56, 22.31, 10.69, 10.69, 12.03, 11.34, 10.29, 9.81, 9.91, 10.37, 10.37
2026-08-30, 13:45:06, 105500000, 108000000, 156250.00, 7168, 1.22, 2.94, 5.54, 5.34, 5.86, 5.32, 6.46, 5.45, 6.32, 6.32, 6.93, 14.04, 15.06, 6.44, 3.81, 2.27, 2.27
2026-08-30, 13:45:10, 88000000, 90500000, 156250.00, 6656, -0.15, 2.06, 6.06, 19.77, 11.66, 4.30, 2.90, 3.82, 2.99, 2.99, 1.13, 3.92, 0.13, 0.94, 1.40, 0.10, 0.10
2026-08-30, 13:45:10, 90500000, 93000000, 156250.00, 6656, -5.28, -3.97, -2.03, -0.97, 0.11, 2.08, 2.95, 1.56, -0.47, -0.47, -0.65, -0.29, 1.72, 2.48, 0.36, -3.16, -3.16
2026-08-30, 13:45:10, 93000000, 95500000, 156250.00, 6656, -4.96, -3.26, -0.64, 1.73, 3.20, 1.92, 0.60, 0.20, 0.79, 0.79, 2.22, 3.81, 2.83, 1.04, -0.53, -3.00, -3.00
2026-08-30, 13:45:10, 95500000, 98000000, 156250.00, 6656, -2.28, -0.65, 2.48, 4.58, 8.35, 1.96, 1.65, 1.75, 4.38, 4.38, 3.85, 2.76, 2.25, 0.95, 0.38, -0.69, -0.69
2026-08-30, 13:45:10, 98000000, 100500000, 156250.00, 6656, -0.37, 1.00, 1.79, 1.71, 1.19, 1.52, 3.12, 4.60, 4.00, 4.00, 2.85, 1.72, 2.10, 3.70, 4.22, 2.02, 2.02
2026-08-30, 13:45:10, 100500000, 103000000, 156250.00, 6656, 0.98, 4.32, 4.17, 3.04, 3.29, 5.77, 12.67, 10.32, 4.24, 4.24, 4.38, 4.76, 8.38, 16.48, 5.88, 2.20, 2.20
2026-08-30, 13:45:10, 103000000, 105500000, 156250.00, 6656, 10.94, 9.78, 10.16, 10.39, 10.08, 10.23, 12.74, 22.46, 10.75, 10.75, 12.03, 11.40, 10.11, 9.73, 9.96, 10.37, 10.37
2026-08-30, 13:45:10, 105500000, 108000000, 156250.00, 6656, 0.74, 2.62, 5.40, 5.22, 5.45, 5.08, 6.19, 5.09, 6.18, 6.18, 6.73, 14.39, 14.65, 5.99, 3.57, 1.83, 1.83
